Player,Season,TeamID,TeamName,FirstName,LastName,AdditionalName,Rk,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Justin McKie,2016,1376,South Carolina,Justin,McKie,,12,26,0,8.3,0.5,1.8,0.298,0.4,1.1,0.379,0.1,0.7,0.16699999999999998,0.3,0.5,0.643,0.3,0.8,1.0,0.8,0.1,0.1,0.3,0.8,1.5
Eric Cobb,2016,1376,South Carolina,Eric,Cobb,,13,24,0,6.1,0.5,1.0,0.565,0.5,1.0,0.565,0.0,0.0,,0.0,0.8,0.055999999999999994,0.5,1.3,1.9,0.1,0.0,0.1,0.6,1.1,1.1
John Ragin,2016,1376,South Carolina,John,Ragin,,14,4,0,2.0,0.3,0.8,0.33299999999999996,0.3,0.5,0.5,0.0,0.3,0.0,0.0,0.0,,0.0,0.3,0.3,0.0,0.3,0.0,0.0,0.0,0.5
Jarrell Holliman,2016,1376,South Carolina,Jarrell,Holliman,,15,4,0,2.3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0
Sindarius Thornwell,2017,1376,South Carolina,Sindarius,Thornwell,,1,31,31,33.9,6.3,14.2,0.444,4.4,9.4,0.47100000000000003,1.9,4.8,0.392,6.9,8.4,0.83,2.5,4.6,7.1,2.8,2.1,1.0,2.5,2.3,21.4
PJ Dozier,2017,1376,South Carolina,PJ,Dozier,,2,36,36,28.7,5.3,13.0,0.40700000000000003,4.1,9.1,0.45399999999999996,1.2,3.9,0.298,2.1,3.6,0.597,1.1,3.7,4.8,2.8,1.7,0.3,2.2,2.8,13.9
Duane Notice,2017,1376,South Carolina,Duane,Notice,,3,37,37,32.7,3.3,8.4,0.392,1.4,2.9,0.486,1.9,5.5,0.342,1.7,2.6,0.674,0.8,1.7,2.5,2.4,1.0,0.2,1.4,1.4,10.2
Chris Silva,2017,1376,South Carolina,Chris,Silva,,4,37,37,20.9,3.3,6.3,0.524,3.3,6.3,0.526,0.0,0.0,0.0,3.6,4.8,0.7490000000000001,2.3,3.8,6.1,0.4,0.6,1.4,1.9,3.8,10.2
Maik Kotsar,2017,1376,South Carolina,Maik,Kotsar,,5,37,33,23.9,2.6,5.4,0.49,2.6,5.4,0.49,0.0,0.0,,0.6,1.4,0.396,1.9,2.8,4.8,0.7,0.7,0.4,1.2,3.2,5.8
Rakym Felder,2017,1376,South Carolina,Rakym,Felder,,6,36,1,14.9,1.7,4.2,0.408,0.8,2.0,0.39399999999999996,0.9,2.3,0.42,1.2,1.9,0.657,0.2,1.3,1.5,1.3,0.6,0.1,1.4,1.4,5.6
Justin McKie,2017,1376,South Carolina,Justin,McKie,,7,37,7,16.6,1.6,4.0,0.389,0.9,2.1,0.434,0.7,2.0,0.342,0.4,0.6,0.625,0.6,1.4,2.1,1.2,0.6,0.1,0.6,1.4,4.2
Hassani Gravett,2017,1376,South Carolina,Hassani,Gravett,,8,35,3,17.0,1.1,3.8,0.293,0.7,1.8,0.375,0.4,2.0,0.217,0.6,0.9,0.645,0.5,1.2,1.6,1.4,0.4,0.0,1.1,1.4,3.2
TeMarcus Blanton,2017,1376,South Carolina,TeMarcus,Blanton,,9,21,0,5.9,0.5,1.2,0.385,0.3,0.7,0.429,0.2,0.6,0.33299999999999996,0.2,0.4,0.5,0.4,0.7,1.0,0.1,0.3,0.0,0.3,0.5,1.3
Evan Hinson,2017,1376,South Carolina,Evan,Hinson,,10,8,0,4.1,0.4,1.0,0.375,0.3,0.4,0.667,0.1,0.6,0.2,0.3,0.3,1.0,0.3,0.4,0.6,0.1,0.3,0.0,0.0,0.4,1.1
Sedee Keita,2017,1376,South Carolina,Sedee,Keita,,11,29,0,9.6,0.4,1.5,0.273,0.4,1.5,0.27899999999999997,0.0,0.0,0.0,0.3,0.6,0.444,0.7,1.3,2.0,0.1,0.2,0.4,0.5,1.4,1.1
Ran Tut,2017,1376,South Carolina,Ran,Tut,,12,12,0,6.1,0.5,1.3,0.4,0.5,1.2,0.429,0.0,0.1,0.0,0.0,0.0,,0.3,0.9,1.3,0.2,0.3,0.3,0.1,0.3,1.0
Jarrell Holliman,2017,1376,South Carolina,Jarrell,Holliman,,13,15,0,5.9,0.2,0.5,0.375,0.2,0.5,0.375,0.0,0.0,,0.1,0.1,1.0,0.3,0.4,0.7,0.1,0.0,0.1,0.1,1.1,0.5
Khadim Gueye,2017,1376,South Carolina,Khadim,Gueye,,14,28,0,7.4,0.1,0.4,0.25,0.1,0.4,0.25,0.0,0.0,,0.2,0.3,0.625,0.3,0.6,0.9,0.1,0.1,0.3,0.4,1.5,0.4
Tommy Corchiani,2017,1376,South Carolina,Tommy,Corchiani,,15,5,0,2.2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.8,0.0
Christian Schmitt,2017,1376,South Carolina,Christian,Schmitt,,16,5,0,1.4,0.0,0.2,0.0,0.0,0.0,,0.0,0.2,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0
Chris Silva,2018,1376,South Carolina,Chris,Silva,,1,33,33,25.8,3.8,8.2,0.467,3.7,7.9,0.469,0.2,0.4,0.41700000000000004,6.5,8.6,0.753,3.3,4.7,8.0,1.2,0.6,1.4,2.6,3.5,14.3
Frank Booker,2018,1376,South Carolina,Frank,Booker,,2,33,18,27.0,3.8,8.8,0.433,1.2,2.5,0.494,2.6,6.3,0.409,2.5,3.2,0.764,0.6,2.9,3.5,1.2,1.1,0.2,1.1,1.9,12.7
Maik Kotsar,2018,1376,South Carolina,Maik,Kotsar,,3,33,33,26.5,3.2,7.6,0.426,3.1,6.8,0.451,0.2,0.8,0.222,1.3,2.3,0.5660000000000001,1.8,3.0,4.8,1.4,0.9,0.5,1.8,2.8,8.0
Justin Minaya,2018,1376,South Carolina,Justin,Minaya,,4,32,30,26.9,2.8,7.2,0.39,1.6,3.9,0.41100000000000003,1.2,3.3,0.364,1.1,1.6,0.6859999999999999,1.6,2.6,4.2,1.5,0.6,0.3,1.3,2.0,7.9
Wesley Myers,2018,1376,South Carolina,Wesley,Myers,,5,33,12,22.0,2.5,6.5,0.38,1.5,4.2,0.37200000000000005,0.9,2.3,0.395,2.0,3.0,0.667,0.6,1.8,2.5,1.7,0.6,0.1,1.4,2.3,7.8
Hassani Gravett,2018,1376,South Carolina,Hassani,Gravett,,6,30,22,25.9,2.5,6.3,0.39899999999999997,1.6,3.4,0.465,0.9,2.9,0.322,1.5,2.1,0.688,0.6,3.1,3.6,3.6,0.4,0.2,2.3,1.9,7.4
Felipe Haase,2018,1376,South Carolina,Felipe,Haase,,7,33,0,19.6,2.2,5.6,0.382,1.4,2.8,0.5,0.8,2.8,0.266,0.8,1.0,0.735,1.1,2.8,3.9,1.0,0.5,0.2,1.0,1.8,5.8
Kory Holden,2018,1376,South Carolina,Kory,Holden,,8,14,0,10.9,1.2,3.7,0.327,0.9,2.5,0.371,0.3,1.2,0.235,0.6,1.1,0.6,0.4,0.9,1.3,1.5,0.1,0.1,1.5,1.1,3.4
David Beatty,2018,1376,South Carolina,David,Beatty,,9,29,0,11.8,1.0,4.1,0.254,0.7,2.2,0.308,0.3,1.8,0.18899999999999997,0.6,0.8,0.727,0.2,0.7,1.0,0.8,0.4,0.1,0.8,1.4,3.0
Evan Hinson,2018,1376,South Carolina,Evan,Hinson,,10,23,17,10.1,0.9,2.5,0.35100000000000003,0.5,1.5,0.34299999999999997,0.3,1.0,0.364,0.7,1.2,0.536,0.2,1.1,1.3,0.3,0.3,0.2,0.8,1.4,2.7
Jason Cudd,2018,1376,South Carolina,Jason,Cudd,,11,23,0,6.8,0.4,1.0,0.391,0.4,1.0,0.391,0.0,0.0,,0.5,0.7,0.706,0.4,0.6,1.0,0.1,0.0,0.1,0.2,0.8,1.3
Ibrahim Famouke Doumbia,2018,1376,South Carolina,Ibrahim,Famouke,Doumbia,12,12,0,3.6,0.3,1.1,0.231,0.3,0.8,0.3,0.0,0.3,0.0,0.2,0.3,0.5,0.2,0.7,0.8,0.0,0.1,0.0,0.0,0.8,0.7
Tommy Corchiani,2018,1376,South Carolina,Tommy,Corchiani,,13,2,0,1.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Khadim Gueye,2018,1376,South Carolina,Khadim,Gueye,,14,17,0,5.2,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,,0.0,0.1,0.0,0.3,0.4,0.7,0.0,0.1,0.1,0.3,0.9,0.0
Christian Schmitt,2018,1376,South Carolina,Christian,Schmitt,,15,3,0,2.0,0.0,0.7,0.0,0.0,0.0,,0.0,0.7,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Silva,2019,1376,South Carolina,Chris,Silva,,1,32,32,26.7,4.7,9.2,0.508,4.0,7.8,0.51,0.7,1.4,0.5,5.1,6.8,0.7440000000000001,2.7,5.0,7.6,0.9,0.9,1.9,2.3,3.6,15.2
A.J. Lawson,2019,1376,South Carolina,A.J.,Lawson,,2,29,28,29.9,4.5,10.9,0.41100000000000003,2.8,6.3,0.451,1.7,4.6,0.358,2.8,4.1,0.667,0.9,3.4,4.3,2.9,1.1,0.2,2.6,2.0,13.4
Hassani Gravett,2019,1376,South Carolina,Hassani,Gravett,,3,32,5,29.6,3.8,9.1,0.418,1.8,4.0,0.442,2.0,5.1,0.39899999999999997,1.8,2.3,0.767,0.6,3.2,3.8,2.4,0.8,0.3,1.7,2.3,11.4
Keyshawn Bryant,2019,1376,South Carolina,Keyshawn,Bryant,,4,32,26,24.3,3.7,8.2,0.45399999999999996,3.5,7.3,0.485,0.2,0.9,0.207,1.3,2.3,0.573,1.1,2.7,3.8,1.4,0.7,0.5,2.0,2.3,9.0
Justin Minaya,2019,1376,South Carolina,Justin,Minaya,,5,5,5,25.6,3.0,6.6,0.455,2.6,3.6,0.722,0.4,3.0,0.133,1.0,1.4,0.7140000000000001,2.0,3.6,5.6,1.6,0.6,0.2,0.8,3.6,7.4
Tre Campbell,2019,1376,South Carolina,Tre,Campbell,,6,32,29,26.9,2.3,7.1,0.326,0.8,2.9,0.261,1.6,4.2,0.37,0.9,1.2,0.789,0.3,1.4,1.7,2.7,1.0,0.1,1.3,1.3,7.1
Maik Kotsar,2019,1376,South Carolina,Maik,Kotsar,,7,30,24,23.4,2.8,6.4,0.43799999999999994,2.7,6.2,0.435,0.1,0.2,0.5,1.0,2.3,0.44299999999999995,1.7,3.0,4.7,0.9,1.0,0.9,1.2,2.9,6.7
Felipe Haase,2019,1376,South Carolina,Felipe,Haase,,8,32,8,23.5,1.9,4.8,0.405,0.9,2.3,0.397,1.0,2.5,0.413,1.4,1.8,0.821,1.4,2.4,3.8,1.1,0.5,0.3,1.5,2.5,6.3
T.J. Moss,2019,1376,South Carolina,T.J.,Moss,,9,7,3,20.6,2.3,5.9,0.39,1.1,2.4,0.47100000000000003,1.1,3.4,0.33299999999999996,0.6,0.9,0.667,0.0,1.9,1.9,1.9,0.6,0.0,2.0,1.1,6.3
Alanzo Frink,2019,1376,South Carolina,Alanzo,Frink,,10,24,0,8.8,1.1,2.5,0.441,1.0,2.1,0.48,0.1,0.4,0.222,0.5,1.0,0.44,0.9,0.9,1.8,0.2,0.3,0.3,0.6,2.2,2.7
Evan Hinson,2019,1376,South Carolina,Evan,Hinson,,11,15,0,9.5,0.5,2.2,0.212,0.3,0.9,0.385,0.1,1.3,0.1,0.3,0.3,0.8,0.4,0.7,1.1,0.2,0.2,0.0,0.5,0.7,1.3
Raymond Borup,2019,1376,South Carolina,Raymond,Borup,,12,3,0,1.3,0.3,0.3,1.0,0.3,0.3,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
Jason Cudd,2019,1376,South Carolina,Jason,Cudd,,13,5,0,5.6,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,,0.0,0.0,,0.0,0.6,0.6,0.0,0.0,0.0,0.2,0.6,0.0
Nathan Nelson,2019,1376,South Carolina,Nathan,Nelson,,14,4,0,1.5,0.0,0.5,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,,0.0,0.3,0.3,0.0,0.3,0.0,0.0,0.3,0.0
Tyler Larson,2015,1377,South Dakota,Tyler,Larson,,1,33,33,34.6,4.7,11.0,0.431,3.8,8.4,0.449,1.0,2.6,0.37200000000000005,3.9,5.2,0.7509999999999999,2.2,5.6,7.8,2.9,0.8,0.2,2.1,2.6,14.4
Brandon Bos,2015,1377,South Dakota,Brandon,Bos,,2,33,33,30.9,4.5,12.1,0.369,3.0,7.9,0.381,1.5,4.2,0.348,3.5,4.2,0.826,0.9,2.7,3.6,2.2,0.4,0.1,2.2,1.6,13.8
Casey Kasperbauer,2015,1377,South Dakota,Casey,Kasperbauer,,3,33,28,29.8,3.2,7.3,0.434,0.8,1.9,0.435,2.4,5.5,0.433,1.2,1.2,0.927,0.2,2.2,2.4,0.8,0.7,0.1,0.9,1.1,9.9
Tre Burnette,2015,1377,South Dakota,Tre,Burnette,,4,33,33,20.3,3.3,7.9,0.423,2.8,5.8,0.47200000000000003,0.6,2.0,0.284,0.5,1.2,0.439,2.0,4.0,5.9,0.8,1.3,0.5,1.4,2.8,7.8
James Hunter,2015,1377,South Dakota,James,Hunter,,5,32,32,13.6,2.4,4.9,0.494,2.4,4.9,0.494,0.0,0.0,,0.9,1.3,0.698,1.7,1.8,3.5,0.3,0.2,0.6,0.8,1.5,5.8
Trey Norris,2015,1377,South Dakota,Trey,Norris,,6,33,0,24.3,1.8,3.8,0.465,1.5,2.8,0.527,0.3,1.1,0.306,1.6,2.2,0.732,0.3,1.1,1.4,2.7,0.9,0.0,1.0,2.5,5.5
Eric Robertson,2015,1377,South Dakota,Eric,Robertson,,7,32,0,19.1,1.8,4.2,0.43700000000000006,1.7,3.8,0.45,0.2,0.5,0.33299999999999996,1.2,1.8,0.696,1.2,2.1,3.3,0.2,0.4,0.7,0.5,3.0,5.1
Sekou Harris,2015,1377,South Dakota,Sekou,Harris,,8,22,5,14.5,1.4,3.5,0.39,1.0,2.3,0.41200000000000003,0.4,1.2,0.34600000000000003,0.5,0.8,0.706,0.3,1.3,1.5,1.5,0.5,0.1,1.4,1.2,3.7
Austin Sparks,2015,1377,South Dakota,Austin,Sparks,,9,19,1,9.9,0.9,1.2,0.7390000000000001,0.9,1.2,0.7390000000000001,0.0,0.0,,0.5,0.7,0.6920000000000001,0.7,0.6,1.3,0.4,0.1,0.3,0.8,1.3,2.3
Adam Thoseby,2015,1377,South Dakota,Adam,Thoseby,,10,25,0,5.7,0.8,2.3,0.32799999999999996,0.5,1.3,0.406,0.2,1.0,0.231,0.5,0.7,0.706,0.1,0.7,0.8,0.2,0.1,0.0,0.2,0.6,2.2
D.J. Davis,2015,1377,South Dakota,D.J.,Davis,,11,32,0,9.3,0.7,1.9,0.355,0.6,1.5,0.38299999999999995,0.1,0.5,0.267,0.4,0.7,0.545,0.8,0.9,1.7,0.4,0.4,0.0,0.5,1.0,1.9
Duol Mayot,2015,1377,South Dakota,Duol,Mayot,,12,26,0,5.3,0.4,0.9,0.41700000000000004,0.4,0.9,0.41700000000000004,0.0,0.0,,0.3,0.7,0.5,0.4,0.7,1.0,0.1,0.1,0.0,0.2,0.6,1.1
Tre Burnette,2016,1377,South Dakota,Tre,Burnette,,1,32,23,23.5,5.4,12.2,0.442,4.1,8.1,0.504,1.3,4.0,0.318,1.2,2.3,0.514,1.5,5.1,6.6,1.5,0.8,1.0,1.6,2.8,13.2
Casey Kasperbauer,2016,1377,South Dakota,Casey,Kasperbauer,,2,32,32,33.3,3.9,9.4,0.41100000000000003,1.7,4.0,0.41100000000000003,2.2,5.4,0.41,2.2,2.3,0.945,0.2,2.3,2.5,2.1,1.0,0.0,1.0,1.1,12.1
Shy McClelland,2016,1377,South Dakota,Shy,McClelland,,3,23,21,28.8,4.3,8.8,0.493,3.8,7.4,0.515,0.5,1.4,0.375,2.3,4.4,0.51,0.7,3.3,4.0,3.6,1.5,0.1,1.8,3.5,11.5
Tyler Flack,2016,1377,South Dakota,Tyler,Flack,,4,17,9,17.3,3.7,6.4,0.583,3.6,5.9,0.61,0.1,0.5,0.25,2.4,2.8,0.8540000000000001,2.1,3.4,5.5,0.5,0.6,1.1,1.3,2.4,9.9
D.J. Davis,2016,1377,South Dakota,D.J.,Davis,,5,32,31,29.5,3.6,6.5,0.551,3.0,5.0,0.604,0.6,1.5,0.375,1.5,1.9,0.77,0.8,2.8,3.6,2.6,1.3,0.3,2.1,2.7,9.2
Eric Robertson,2016,1377,South Dakota,Eric,Robertson,,6,32,32,20.5,3.3,6.9,0.47100000000000003,3.2,6.8,0.47,0.1,0.1,0.5,1.7,2.1,0.8059999999999999,1.1,2.1,3.2,0.3,0.4,0.6,0.8,2.4,8.3
Trey Norris,2016,1377,South Dakota,Trey,Norris,,7,32,11,29.7,2.7,5.9,0.45799999999999996,2.1,4.3,0.489,0.6,1.6,0.373,1.5,1.9,0.8,0.6,1.7,2.3,4.3,1.2,0.1,2.1,2.6,7.5
Dan Jech,2016,1377,South Dakota,Dan,Jech,,8,31,0,12.9,2.6,5.0,0.519,2.2,3.8,0.585,0.4,1.2,0.316,1.2,1.9,0.621,0.6,1.8,2.5,0.2,0.1,0.4,1.1,2.1,6.8
Tyler Hagedorn,2016,1377,South Dakota,Tyler,Hagedorn,,9,31,1,11.9,1.0,3.1,0.309,0.4,1.2,0.35100000000000003,0.5,1.9,0.28300000000000003,0.5,0.7,0.696,0.4,1.7,2.1,0.9,0.3,0.4,0.7,2.0,3.0
Logan Power,2016,1377,South Dakota,Logan,Power,,10,14,0,6.2,0.8,1.9,0.423,0.4,0.6,0.556,0.4,1.2,0.353,0.4,0.6,0.667,0.1,0.8,0.9,0.2,0.0,0.1,0.2,0.4,2.4
Austin Sparks,2016,1377,South Dakota,Austin,Sparks,,11,20,0,8.3,0.7,1.2,0.583,0.7,1.2,0.583,0.0,0.0,,0.4,0.7,0.5710000000000001,0.7,1.0,1.6,0.1,0.0,0.2,0.4,1.1,1.8
Duol Mayot,2016,1377,South Dakota,Duol,Mayot,,12,17,0,6.0,0.5,1.2,0.45,0.5,1.2,0.45,0.0,0.0,,0.2,0.4,0.429,0.6,0.8,1.4,0.4,0.1,0.0,0.5,0.7,1.2
Zach Dickerson,2016,1377,South Dakota,Zach,Dickerson,,13,17,0,4.7,0.2,0.6,0.273,0.1,0.4,0.33299999999999996,0.1,0.3,0.2,0.0,0.0,,0.1,0.2,0.4,0.5,0.0,0.1,0.1,0.5,0.4
Tyler Borchers,2016,1377,South Dakota,Tyler,Borchers,,14,1,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Mooney,2017,1377,South Dakota,Matt,Mooney,,1,34,34,31.1,6.5,14.2,0.46,4.3,8.1,0.529,2.2,6.1,0.36700000000000005,3.4,4.7,0.7170000000000001,0.4,4.1,4.5,2.1,2.2,0.1,2.5,1.9,18.6
Tyler Flack,2017,1377,South Dakota,Tyler,Flack,,2,25,25,26.9,5.9,11.2,0.523,5.4,9.4,0.5770000000000001,0.5,1.9,0.255,3.0,3.8,0.779,2.4,4.4,6.8,0.8,0.8,1.6,1.4,2.7,15.2
Trey Dickerson,2017,1377,South Dakota,Trey,Dickerson,,3,34,34,22.3,3.4,8.4,0.40399999999999997,2.4,5.4,0.44299999999999995,1.0,3.0,0.33299999999999996,2.6,3.6,0.73,0.2,2.0,2.2,2.8,0.6,0.1,1.8,2.1,10.4
Trey Burch-Manning,2017,1377,South Dakota,Trey,Burch-Manning,,4,34,34,26.9,3.3,7.4,0.44799999999999995,3.2,7.0,0.45399999999999996,0.1,0.4,0.35700000000000004,2.4,4.2,0.585,1.9,4.7,6.6,1.2,0.8,0.2,2.1,3.2,9.2
Carlton Hurst,2017,1377,South Dakota,Carlton,Hurst,,5,34,34,28.6,2.4,4.9,0.485,1.8,3.6,0.488,0.6,1.3,0.47700000000000004,2.4,3.0,0.784,1.8,3.4,5.1,1.0,0.8,0.6,0.9,2.1,7.7
Tyler Peterson,2017,1377,South Dakota,Tyler,Peterson,,6,34,0,17.0,1.9,4.6,0.426,1.4,2.4,0.568,0.6,2.2,0.27,1.2,1.9,0.6559999999999999,0.6,2.4,3.0,1.0,0.6,0.2,1.0,2.3,5.7
Triston Simpson,2017,1377,South Dakota,Triston,Simpson,,7,34,0,21.7,1.5,3.9,0.397,1.0,2.4,0.402,0.6,1.4,0.38799999999999996,1.7,2.3,0.747,0.6,2.0,2.6,2.5,0.5,0.0,1.1,1.6,5.4
Tyler Hagedorn,2017,1377,South Dakota,Tyler,Hagedorn,,8,22,0,12.2,1.5,3.6,0.425,0.8,1.8,0.436,0.8,1.9,0.415,1.1,1.5,0.758,0.5,2.0,2.5,0.4,0.3,0.6,0.4,1.6,5.0
Dan Jech,2017,1377,South Dakota,Dan,Jech,,9,20,2,8.5,1.0,2.5,0.38,0.9,1.9,0.474,0.1,0.6,0.083,0.5,1.0,0.526,0.9,1.4,2.3,0.2,0.2,0.7,0.6,1.9,2.5
Brandon Armstrong,2017,1377,South Dakota,Brandon,Armstrong,,10,33,0,9.8,0.8,3.2,0.248,0.4,1.5,0.245,0.4,1.7,0.25,0.3,0.5,0.733,0.2,0.8,0.9,0.2,0.2,0.0,0.1,0.5,2.3
Austin Sparks,2017,1377,South Dakota,Austin,Sparks,,11,24,7,10.3,0.8,1.3,0.645,0.8,1.3,0.645,0.0,0.0,,0.3,0.5,0.636,0.7,0.8,1.5,0.3,0.2,0.2,0.7,1.8,2.0
Joshua Doss,2017,1377,South Dakota,Joshua,Doss,,12,7,0,5.6,0.6,0.9,0.667,0.4,0.7,0.6,0.1,0.1,1.0,0.3,0.6,0.5,0.4,0.4,0.9,0.1,0.0,0.1,0.1,0.1,1.6
Logan Power,2017,1377,South Dakota,Logan,Power,,13,19,0,4.3,0.4,0.9,0.444,0.2,0.5,0.444,0.2,0.5,0.444,0.3,0.4,0.625,0.2,0.8,1.1,0.4,0.1,0.0,0.2,0.4,1.3
Matt Mooney,2018,1377,South Dakota,Matt,Mooney,,1,34,34,30.6,6.7,15.0,0.445,4.4,8.6,0.514,2.2,6.4,0.35200000000000004,3.1,3.8,0.8290000000000001,0.6,3.4,4.1,3.1,2.0,0.1,2.4,2.0,18.7
Tyler Hagedorn,2018,1377,South Dakota,Tyler,Hagedorn,,2,34,34,24.6,4.5,10.2,0.442,3.2,6.9,0.46399999999999997,1.3,3.3,0.396,2.7,3.3,0.823,1.5,4.4,5.9,1.1,0.7,0.8,1.3,2.5,13.0
Nick Fuller,2018,1377,South Dakota,Nick,Fuller,,3,35,1,16.4,3.2,5.7,0.56,2.9,4.6,0.631,0.3,1.1,0.275,2.1,2.7,0.7959999999999999,1.3,2.9,4.1,0.5,0.4,0.3,0.8,2.2,8.8
Trey Burch-Manning,2018,1377,South Dakota,Trey,Burch-Manning,,4,35,35,24.9,3.3,6.7,0.502,3.1,6.1,0.514,0.2,0.5,0.368,1.8,2.8,0.636,1.6,5.1,6.7,1.5,0.9,0.1,1.3,2.7,8.7
Triston Simpson,2018,1377,South Dakota,Triston,Simpson,,5,35,35,30.6,3.1,6.9,0.446,2.2,4.4,0.51,0.9,2.5,0.337,1.5,2.3,0.6579999999999999,0.4,1.7,2.1,3.1,0.8,0.0,1.7,1.8,8.5
Tyler Peterson,2018,1377,South Dakota,Tyler,Peterson,,6,35,18,24.3,2.9,6.1,0.469,2.3,4.0,0.56,0.6,2.1,0.292,1.4,1.9,0.758,0.8,2.5,3.3,1.9,0.9,0.1,1.3,2.5,7.7
Carlton Hurst,2018,1377,South Dakota,Carlton,Hurst,,7,22,18,22.5,2.2,3.6,0.613,2.1,3.2,0.657,0.1,0.5,0.3,1.7,2.5,0.6729999999999999,1.5,2.8,4.2,0.8,0.8,0.3,1.0,1.5,6.3
Brandon Armstrong,2018,1377,South Dakota,Brandon,Armstrong,,8,35,0,14.7,1.8,4.2,0.426,0.8,1.8,0.46799999999999997,1.0,2.5,0.395,0.7,1.1,0.703,0.1,1.5,1.7,0.7,0.2,0.0,0.4,0.6,5.3
Dan Jech,2018,1377,South Dakota,Dan,Jech,,9,23,0,7.2,1.3,2.1,0.604,1.3,2.0,0.644,0.0,0.1,0.0,0.7,1.0,0.773,0.7,1.1,1.8,0.3,0.1,0.1,0.4,1.1,3.3
Logan Power,2018,1377,South Dakota,Logan,Power,,10,20,0,4.5,0.9,1.4,0.607,0.4,0.6,0.636,0.5,0.9,0.588,0.2,0.3,0.5,0.3,1.0,1.3,0.5,0.1,0.0,0.3,0.2,2.4
Joshua Doss,2018,1377,South Dakota,Joshua,Doss,,11,26,0,5.9,0.5,0.8,0.6,0.4,0.6,0.733,0.0,0.2,0.2,0.5,0.6,0.867,0.3,1.2,1.5,0.2,0.3,0.0,0.3,0.3,1.5
Austin Sparks,2018,1377,South Dakota,Austin,Sparks,,12,30,0,6.5,0.5,1.0,0.5329999999999999,0.5,1.0,0.5329999999999999,0.0,0.0,,0.4,0.5,0.813,0.3,0.7,1.0,0.1,0.1,0.1,0.3,0.6,1.5
Josh Williams,2018,1377,South Dakota,Josh,Williams,,13,12,0,3.5,0.6,0.9,0.636,0.3,0.4,0.8,0.3,0.5,0.5,0.0,0.0,,0.0,0.2,0.2,0.2,0.0,0.0,0.2,0.1,1.4
Stanley Umude,2018,1377,South Dakota,Stanley,Umude,,14,14,0,3.4,0.3,1.0,0.28600000000000003,0.3,0.8,0.364,0.0,0.2,0.0,0.5,0.7,0.7,0.0,0.5,0.5,0.1,0.1,0.1,0.4,0.2,1.1
Jack Stensgard,2018,1377,South Dakota,Jack,Stensgard,,15,13,0,4.2,0.2,1.0,0.231,0.0,0.5,0.0,0.2,0.5,0.429,0.0,0.0,,0.1,0.2,0.3,0.5,0.2,0.0,0.1,0.2,0.7
Stanley Umude,2019,1377,South Dakota,Stanley,Umude,,1,30,18,26.6,5.2,10.6,0.491,4.3,8.1,0.5329999999999999,0.9,2.5,0.35100000000000003,3.1,4.5,0.701,1.1,4.4,5.5,1.4,0.7,1.2,1.7,3.0,14.4
Triston Simpson,2019,1377,South Dakota,Triston,Simpson,,2,30,30,37.1,4.3,10.3,0.419,2.8,6.0,0.467,1.5,4.3,0.354,3.8,4.7,0.7959999999999999,0.6,3.1,3.7,3.6,1.2,0.1,2.1,2.2,14.0
Tyler Peterson,2019,1377,South Dakota,Tyler,Peterson,,3,30,29,33.2,4.4,9.7,0.449,3.8,7.0,0.545,0.6,2.8,0.205,2.1,2.5,0.851,1.1,3.9,5.0,2.0,0.8,0.3,1.9,2.9,11.4
Trey Burch-Manning,2019,1377,South Dakota,Trey,Burch-Manning,,4,26,24,31.4,4.1,9.2,0.444,2.7,5.9,0.451,1.4,3.3,0.43,1.5,2.5,0.6,1.4,4.7,6.2,1.4,1.2,0.3,1.8,2.9,11.1
Cody Kelley,2019,1377,South Dakota,Cody,Kelley,,5,26,25,31.8,3.0,7.6,0.396,1.2,2.8,0.43200000000000005,1.8,4.7,0.374,1.5,1.8,0.851,0.4,3.1,3.5,3.2,0.9,0.1,1.6,2.7,9.3
