Player,Season,TeamID,TeamName,FirstName,LastName,AdditionalName,Rk,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Brandon Armstrong,2019,1377,South Dakota,Brandon,Armstrong,,6,29,8,21.6,2.2,5.2,0.42100000000000004,1.0,2.0,0.5,1.2,3.2,0.37200000000000005,1.4,1.8,0.769,0.3,2.1,2.5,0.7,0.4,0.0,0.6,1.7,7.0
Logan Power,2019,1377,South Dakota,Logan,Power,,7,18,1,10.2,1.4,2.8,0.49,0.8,1.1,0.7,0.6,1.7,0.355,0.8,0.8,0.9329999999999999,0.5,0.7,1.2,0.3,0.1,0.0,0.3,1.3,4.2
Dan Jech,2019,1377,South Dakota,Dan,Jech,,8,15,5,9.3,0.9,1.5,0.609,0.9,1.4,0.619,0.1,0.1,0.5,0.5,0.7,0.727,0.6,1.3,1.9,0.1,0.1,0.3,0.4,1.1,2.5
Matt Johns,2019,1377,South Dakota,Matt,Johns,,9,19,10,15.7,0.9,1.9,0.47200000000000003,0.5,1.0,0.526,0.4,0.9,0.41200000000000003,0.3,0.7,0.462,0.4,0.8,1.3,0.9,0.5,0.2,0.6,1.8,2.5
Nathan Robinson,2019,1377,South Dakota,Nathan,Robinson,,10,18,0,9.8,0.3,2.4,0.14,0.3,0.9,0.294,0.1,1.4,0.038,0.9,1.5,0.593,0.4,0.9,1.3,0.3,0.1,0.0,0.3,0.5,1.6
Jay Harvey,2019,1377,South Dakota,Jay,Harvey,,11,6,0,7.5,0.3,0.5,0.667,0.3,0.5,0.667,0.0,0.0,,0.0,0.8,0.0,1.0,1.5,2.5,0.0,0.2,0.3,0.5,0.5,0.7
Caleb Cline,2019,1377,South Dakota,Caleb,Cline,,12,3,0,1.7,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack Stensgard,2019,1377,South Dakota,Jack,Stensgard,,13,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Corey Allen,2015,1378,South Florida,Corey,Allen,,1,28,27,33.5,5.6,12.5,0.444,4.1,8.5,0.489,1.4,4.1,0.35100000000000003,2.9,3.6,0.792,0.9,2.8,3.6,2.5,1.5,0.3,2.5,2.0,15.4
Chris Perry,2015,1378,South Florida,Chris,Perry,,2,19,18,26.1,4.5,9.1,0.491,4.5,9.0,0.49700000000000005,0.0,0.1,0.0,1.9,3.2,0.59,1.9,5.2,7.1,0.6,0.8,1.3,2.2,2.9,10.8
Nehemias Morillo,2015,1378,South Florida,Nehemias,Morillo,,3,30,23,27.9,3.9,9.3,0.42100000000000004,2.7,5.4,0.494,1.2,3.9,0.319,1.1,1.4,0.7440000000000001,1.0,3.3,4.3,1.3,0.7,0.2,2.1,2.3,10.1
Troy Holston,2015,1378,South Florida,Troy,Holston,,4,29,11,23.1,2.5,7.6,0.33299999999999996,1.2,3.2,0.366,1.3,4.3,0.31,1.5,2.1,0.71,0.7,1.9,2.6,0.7,0.6,0.2,1.0,2.0,7.9
Anthony Collins,2015,1378,South Florida,Anthony,Collins,,5,32,32,33.9,2.8,6.4,0.442,2.6,5.5,0.469,0.3,0.9,0.276,1.2,1.8,0.679,0.3,2.3,2.6,5.2,1.5,0.1,2.4,2.3,7.1
Bo Zeigler,2015,1378,South Florida,Bo,Zeigler,,6,31,15,24.3,2.7,5.3,0.506,2.7,5.2,0.516,0.0,0.1,0.0,1.0,2.5,0.41,1.3,3.1,4.5,0.5,0.4,1.1,1.5,3.0,6.4
Ruben Guerrero,2015,1378,South Florida,Ruben,Guerrero,,7,28,22,24.2,2.3,4.8,0.474,2.3,4.8,0.474,0.0,0.0,,0.9,1.8,0.51,2.4,2.2,4.6,0.3,0.3,1.5,1.2,1.8,5.4
Dinero Mercurius,2015,1378,South Florida,Dinero,Mercurius,,8,29,3,13.9,1.1,2.9,0.39299999999999996,0.9,1.6,0.556,0.3,1.3,0.205,0.8,1.0,0.821,0.6,1.3,1.9,0.7,0.4,0.0,0.5,1.9,3.3
Jaleel Cousins,2015,1378,South Florida,Jaleel,Cousins,,9,32,8,11.5,1.0,2.1,0.47100000000000003,1.0,2.1,0.47100000000000003,0.0,0.0,,0.9,2.1,0.433,1.0,1.6,2.6,0.1,0.1,0.7,1.2,2.4,2.9
Dre' Clayton,2015,1378,South Florida,Dre',Clayton,,10,28,0,7.7,0.3,1.3,0.243,0.2,0.7,0.316,0.1,0.6,0.16699999999999998,0.2,0.4,0.455,0.4,1.1,1.5,0.3,0.1,0.2,0.4,0.8,0.9
Jake Bodway,2015,1378,South Florida,Jake,Bodway,,11,15,0,2.1,0.2,0.5,0.429,0.1,0.4,0.33299999999999996,0.1,0.1,1.0,0.0,0.0,,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.3,0.5
Jahmal McMurray,2016,1378,South Florida,Jahmal,McMurray,,1,33,26,35.2,5.6,14.3,0.391,3.4,7.9,0.42700000000000005,2.2,6.4,0.34600000000000003,1.8,2.2,0.797,0.3,2.4,2.8,2.5,0.4,0.1,2.5,1.8,15.2
Chris Perry,2016,1378,South Florida,Chris,Perry,,2,27,19,24.1,3.9,8.5,0.457,3.9,8.3,0.467,0.0,0.2,0.0,2.3,3.4,0.667,2.3,4.3,6.6,1.1,0.4,0.5,1.8,2.7,10.1
Roddy Peters,2016,1378,South Florida,Roddy,Peters,,3,10,8,26.6,3.7,9.0,0.41100000000000003,3.5,7.6,0.461,0.2,1.4,0.14300000000000002,2.2,3.5,0.629,0.6,2.7,3.3,3.5,1.0,0.1,3.9,2.6,9.8
Angel Nunez,2016,1378,South Florida,Angel,Nunez,,4,33,29,29.0,3.6,9.2,0.39299999999999996,2.9,6.2,0.466,0.7,2.9,0.237,1.7,2.5,0.667,1.2,4.8,6.1,1.0,0.7,0.7,2.2,1.9,9.6
Nehemias Morillo,2016,1378,South Florida,Nehemias,Morillo,,5,33,21,27.5,3.0,8.5,0.349,1.9,5.0,0.386,1.0,3.5,0.29600000000000004,1.7,2.2,0.77,0.4,1.8,2.2,2.1,0.8,0.3,2.1,1.9,8.7
Jaleel Cousins,2016,1378,South Florida,Jaleel,Cousins,,6,33,24,25.0,2.9,6.4,0.452,2.9,6.3,0.455,0.0,0.0,0.0,2.7,4.7,0.581,3.1,4.9,7.9,0.5,0.7,1.6,2.1,3.2,8.5
Ruben Guerrero,2016,1378,South Florida,Ruben,Guerrero,,7,32,19,23.8,2.2,3.7,0.598,2.2,3.7,0.598,0.0,0.0,,0.7,1.1,0.639,2.2,3.4,5.6,0.3,0.4,1.3,0.8,2.3,5.1
Bo Zeigler,2016,1378,South Florida,Bo,Zeigler,,8,32,17,22.2,1.7,3.0,0.557,1.7,2.7,0.609,0.0,0.3,0.1,0.5,1.2,0.45899999999999996,0.9,1.9,2.8,1.4,0.7,0.9,1.6,2.3,3.9
Luis Santos,2016,1378,South Florida,Luis,Santos,,9,15,0,7.0,0.2,1.0,0.2,0.2,1.0,0.2,0.0,0.0,,0.7,1.0,0.733,0.9,1.3,2.2,0.1,0.2,0.2,0.4,1.1,1.1
Jake Bodway,2016,1378,South Florida,Jake,Bodway,,10,26,1,9.1,0.3,1.3,0.265,0.3,0.9,0.375,0.0,0.4,0.0,0.3,0.3,0.778,0.4,0.3,0.7,0.4,0.2,0.0,0.5,1.2,1.0
Tre' Bryant,2016,1378,South Florida,Tre',Bryant,,11,10,1,1.7,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,,0.1,0.0,0.1,0.0,0.0,0.0,0.2,0.3,0.0
Justin David,2016,1378,South Florida,Justin,David,,12,4,0,0.8,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jahmal McMurray,2017,1378,South Florida,Jahmal,McMurray,,1,3,1,35.3,7.3,17.0,0.431,4.0,10.3,0.387,3.3,6.7,0.5,2.3,3.3,0.7,0.7,2.0,2.7,2.0,0.3,0.0,4.7,1.0,20.3
Geno Thorpe,2017,1378,South Florida,Geno,Thorpe,,2,28,26,33.0,5.0,12.6,0.395,3.6,8.9,0.40399999999999997,1.4,3.7,0.375,3.7,4.4,0.846,0.8,2.2,2.9,4.6,1.6,0.1,3.0,2.7,15.1
Tulio Da Silva,2017,1378,South Florida,Tulio,Da,Silva,3,30,21,28.0,3.9,8.3,0.47200000000000003,3.9,8.2,0.48200000000000004,0.0,0.2,0.0,1.9,3.5,0.552,2.2,4.5,6.8,0.8,0.9,0.4,2.7,2.6,9.8
Troy Holston,2017,1378,South Florida,Troy,Holston,,4,26,19,29.2,3.5,10.3,0.34,1.4,3.7,0.381,2.1,6.6,0.316,0.6,1.2,0.469,0.2,2.2,2.3,1.3,0.6,0.2,1.8,2.0,9.7
Malik Fitts,2017,1378,South Florida,Malik,Fitts,,5,27,18,24.4,2.7,6.9,0.395,1.7,3.9,0.43799999999999994,1.0,3.0,0.33799999999999997,1.0,1.9,0.5379999999999999,0.9,3.6,4.6,1.1,0.7,0.4,1.4,2.6,7.4
Michael Bibby,2017,1378,South Florida,Michael,Bibby,,6,29,14,23.1,2.0,5.0,0.41,0.7,1.5,0.455,1.3,3.4,0.39,1.2,1.4,0.8540000000000001,0.0,1.7,1.7,2.0,0.7,0.2,2.1,2.2,6.6
Luis Santos,2017,1378,South Florida,Luis,Santos,,7,30,11,17.1,2.4,4.4,0.5489999999999999,2.4,4.4,0.557,0.0,0.1,0.0,1.4,1.9,0.7190000000000001,1.7,2.4,4.1,0.2,0.5,0.8,1.3,2.1,6.2
Ruben Guerrero,2017,1378,South Florida,Ruben,Guerrero,,8,30,25,22.9,2.2,4.3,0.508,2.2,4.3,0.508,0.0,0.0,,1.0,1.7,0.596,1.8,3.3,5.1,0.7,0.4,1.2,1.6,2.2,5.4
Bo Zeigler,2017,1378,South Florida,Bo,Zeigler,,9,28,15,20.5,2.1,3.9,0.545,2.1,3.8,0.5660000000000001,0.0,0.1,0.0,0.4,1.1,0.387,1.2,2.3,3.5,1.4,0.8,0.7,1.6,2.7,4.7
Jake Bodway,2017,1378,South Florida,Jake,Bodway,,10,24,0,10.3,0.5,2.0,0.25,0.3,1.4,0.242,0.2,0.6,0.267,0.3,0.5,0.667,0.3,0.5,0.8,0.7,0.3,0.0,0.6,1.3,1.5
Yito Alvarado,2017,1378,South Florida,Yito,Alvarado,,11,4,0,1.3,0.3,0.8,0.33299999999999996,0.0,0.3,0.0,0.3,0.5,0.5,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.8
Isaiah Manderson,2017,1378,South Florida,Isaiah,Manderson,,12,5,0,5.8,0.4,1.8,0.222,0.4,1.8,0.222,0.0,0.0,,0.0,0.2,0.0,1.0,0.4,1.4,0.0,0.2,0.0,0.2,0.8,0.8
Henry Beard,2017,1378,South Florida,Henry,Beard,,13,6,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.2,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.0
Stephan Jiggetts,2018,1378,South Florida,Stephan,Jiggetts,,1,32,32,34.0,4.2,11.2,0.37,2.3,6.4,0.35,1.9,4.8,0.39899999999999997,2.3,2.8,0.8109999999999999,0.3,2.5,2.9,3.3,0.7,0.1,2.3,2.3,12.5
Payton Banks,2018,1378,South Florida,Payton,Banks,,2,29,25,28.4,3.7,10.0,0.374,1.6,3.7,0.439,2.1,6.3,0.335,1.9,2.5,0.75,0.6,3.0,3.6,1.2,1.2,0.2,1.8,2.6,11.4
David Collins,2018,1378,South Florida,David,Collins,,3,27,12,24.7,3.1,6.3,0.49700000000000005,2.4,4.5,0.529,0.7,1.8,0.41700000000000004,3.0,4.2,0.7170000000000001,0.5,2.0,2.4,2.4,1.0,0.1,2.6,3.0,10.0
Isaiah Manderson,2018,1378,South Florida,Isaiah,Manderson,,4,26,3,21.0,3.4,6.7,0.509,3.4,6.6,0.52,0.0,0.2,0.0,1.3,1.9,0.66,1.7,2.7,4.4,0.7,0.3,0.2,1.3,1.5,8.1
Tulio Da Silva,2018,1378,South Florida,Tulio,Da,Silva,5,19,12,23.3,2.9,7.2,0.40399999999999997,2.6,6.2,0.424,0.3,0.9,0.278,1.9,2.8,0.698,1.3,4.3,5.6,0.8,0.5,0.5,1.9,2.2,8.0
Terrence Samuel,2018,1378,South Florida,Terrence,Samuel,,6,32,31,28.4,1.9,4.8,0.392,1.5,3.8,0.38799999999999996,0.4,1.0,0.406,2.4,3.0,0.802,0.6,3.5,4.1,2.9,1.1,0.0,2.2,1.6,6.6
Malik Martin,2018,1378,South Florida,Malik,Martin,,7,32,8,23.3,2.7,4.6,0.5820000000000001,2.4,4.0,0.598,0.3,0.6,0.474,0.8,1.4,0.565,1.5,3.3,4.7,0.5,0.5,0.9,1.4,1.6,6.4
Justin Brown,2018,1378,South Florida,Justin,Brown,,8,32,7,20.6,1.9,5.4,0.358,0.8,2.0,0.429,1.1,3.4,0.318,0.5,0.7,0.762,1.2,1.5,2.7,0.8,0.3,0.1,0.9,1.9,5.5
Nikola Scekic,2018,1378,South Florida,Nikola,Scekic,,9,32,30,15.5,1.0,2.6,0.373,0.9,2.4,0.364,0.1,0.2,0.5,0.2,0.5,0.41200000000000003,0.9,1.6,2.6,0.1,0.0,0.5,0.7,2.1,2.3
Henry Beard,2018,1378,South Florida,Henry,Beard,,10,17,0,1.9,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,,0.1,0.1,0.5,0.0,0.2,0.2,0.1,0.1,0.0,0.1,0.2,0.1
Yito Alvarado,2018,1378,South Florida,Yito,Alvarado,,11,9,0,1.1,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,,0.2,0.1,0.3,0.1,0.1,0.0,0.1,0.0,0.0
Joey Coffaro,2018,1378,South Florida,Joey,Coffaro,,12,5,0,1.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,,0.0,0.0,,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0
David Collins,2019,1378,South Florida,David,Collins,,1,37,37,33.6,4.5,11.3,0.4,3.2,7.2,0.44799999999999995,1.3,4.1,0.313,5.6,7.9,0.703,0.6,3.1,3.8,3.1,2.1,0.3,3.2,3.2,15.9
Laquincy Rideau,2019,1378,South Florida,Laquincy,Rideau,,2,35,34,32.1,4.6,11.3,0.409,3.1,6.7,0.45799999999999996,1.5,4.6,0.33799999999999997,2.6,4.7,0.5489999999999999,0.9,2.8,3.7,5.4,2.9,0.1,3.6,3.6,13.4
Alexis Yetna,2019,1378,South Florida,Alexis,Yetna,,3,36,34,30.2,4.6,8.5,0.539,3.8,6.4,0.596,0.8,2.1,0.368,2.4,3.8,0.625,3.3,6.3,9.6,1.0,0.8,0.6,1.6,2.5,12.3
Justin Brown,2019,1378,South Florida,Justin,Brown,,4,38,29,23.2,2.8,6.7,0.413,1.1,1.9,0.5479999999999999,1.7,4.8,0.359,1.0,1.3,0.765,1.3,1.3,2.6,0.8,0.6,0.1,1.0,1.3,8.3
Michael Durr,2019,1378,South Florida,Michael,Durr,,5,38,37,21.3,2.1,4.0,0.51,2.1,4.0,0.513,0.0,0.0,0.0,1.6,2.9,0.536,2.0,4.1,6.2,0.4,0.3,1.2,1.4,2.7,5.7
TJ Lang,2019,1378,South Florida,TJ,Lang,,6,35,11,20.0,1.7,5.0,0.34299999999999997,0.5,1.2,0.381,1.3,3.8,0.331,1.0,1.3,0.745,0.6,1.6,2.1,0.7,0.4,0.1,0.7,1.7,5.7
Mayan Kiir,2019,1378,South Florida,Mayan,Kiir,,7,38,3,12.5,1.4,3.2,0.455,1.3,2.6,0.52,0.1,0.6,0.174,1.7,2.7,0.612,0.9,1.7,2.7,0.4,0.5,0.5,1.4,2.6,4.7
Xavier Castaneda,2019,1378,South Florida,Xavier,Castaneda,,8,38,3,18.7,1.2,3.7,0.33299999999999996,0.8,2.3,0.341,0.4,1.4,0.321,1.4,2.0,0.6970000000000001,0.5,1.1,1.6,1.7,0.5,0.0,1.6,1.5,4.3
Antun Maricevic,2019,1378,South Florida,Antun,Maricevic,,9,38,1,14.2,1.4,2.6,0.536,1.2,2.3,0.523,0.2,0.3,0.636,0.6,0.8,0.71,1.2,1.4,2.7,0.4,0.3,0.3,0.7,1.7,3.5
Rashun Williams,2019,1378,South Florida,Rashun,Williams,,10,16,0,8.1,0.8,2.2,0.371,0.6,1.1,0.5,0.3,1.1,0.235,0.3,0.3,1.0,0.3,0.9,1.3,0.6,0.1,0.2,0.3,0.4,2.1
Mark Calleja,2019,1378,South Florida,Mark,Calleja,,11,4,0,4.0,0.5,2.0,0.25,0.3,0.5,0.5,0.3,1.5,0.16699999999999998,0.5,0.5,1.0,0.3,0.5,0.8,0.3,0.3,0.0,0.0,1.3,1.8
Nikola Scekic,2019,1378,South Florida,Nikola,Scekic,,12,10,1,4.8,0.4,1.4,0.28600000000000003,0.3,0.6,0.5,0.1,0.8,0.125,0.0,0.1,0.0,0.1,0.2,0.3,0.1,0.0,0.0,0.2,1.0,0.9
Ron Lubin,2019,1378,South Florida,Ron,Lubin,,13,4,0,2.5,0.3,0.5,0.5,0.3,0.5,0.5,0.0,0.0,,0.0,0.0,,0.0,0.5,0.5,0.3,0.0,0.0,0.5,0.0,0.5
Chip Armelin,2015,1379,Southern Miss,Chip,Armelin,,1,29,29,35.2,5.9,12.6,0.467,3.8,6.7,0.5589999999999999,2.1,5.8,0.361,1.9,3.0,0.636,1.3,2.9,4.1,1.9,1.1,0.2,2.0,1.4,15.8
Matt Bingaya,2015,1379,Southern Miss,Matt,Bingaya,,2,28,26,32.6,4.8,11.0,0.43700000000000006,3.9,7.8,0.507,0.9,3.3,0.272,3.2,4.7,0.682,1.4,4.5,5.9,2.1,1.3,0.5,2.8,2.2,13.8
Norville Carey,2015,1379,Southern Miss,Norville,Carey,,3,27,16,27.0,4.2,7.7,0.546,4.0,7.0,0.568,0.2,0.6,0.294,2.2,3.4,0.659,2.1,3.5,5.6,0.8,0.9,0.9,1.9,2.3,10.8
Shadell Millinghaus,2015,1379,Southern Miss,Shadell,Millinghaus,,4,18,6,16.7,2.3,5.1,0.451,1.3,2.9,0.442,1.0,2.2,0.462,1.8,2.8,0.66,0.9,1.4,2.4,0.9,0.7,0.1,1.1,1.7,7.4
Rasham Suarez,2015,1379,Southern Miss,Rasham,Suarez,,5,18,18,30.6,2.5,6.4,0.391,0.8,2.1,0.395,1.7,4.3,0.39,0.8,1.3,0.609,0.3,2.9,3.2,3.6,0.8,0.1,2.5,2.2,7.4
Dallas Anglin,2015,1379,Southern Miss,Dallas,Anglin,,6,6,1,16.5,1.3,3.3,0.4,0.3,1.2,0.28600000000000003,1.0,2.2,0.462,2.3,2.5,0.9329999999999999,0.0,1.0,1.0,1.5,0.8,0.0,0.5,1.3,6.0
Davon Hayes,2015,1379,Southern Miss,Davon,Hayes,,7,22,5,14.0,1.3,3.6,0.36700000000000005,0.7,1.9,0.366,0.6,1.7,0.368,1.0,1.5,0.667,0.2,1.1,1.4,0.7,0.4,0.1,1.3,1.1,4.3
Jeremiah Eason,2015,1379,Southern Miss,Jeremiah,Eason,,8,18,18,24.8,1.1,3.8,0.294,1.1,3.6,0.308,0.0,0.2,0.0,0.7,2.1,0.35100000000000003,1.2,2.3,3.6,0.8,0.3,0.2,1.0,1.8,2.9
Keljin Blevins,2015,1379,Southern Miss,Keljin,Blevins,,9,25,13,15.9,0.6,2.2,0.268,0.4,1.0,0.44,0.2,1.2,0.129,0.4,0.8,0.524,0.3,1.4,1.8,0.8,0.3,0.1,1.1,1.3,1.8
Michael O'Donnell,2015,1379,Southern Miss,Michael,O'Donnell,,10,25,2,9.2,0.7,1.7,0.395,0.3,0.8,0.42100000000000004,0.4,1.0,0.375,0.1,0.2,0.4,0.3,0.6,0.9,0.2,0.2,0.1,0.6,1.8,1.8
Kevin Holland,2015,1379,Southern Miss,Kevin,Holland,,11,29,11,19.4,0.5,2.0,0.259,0.2,0.6,0.43799999999999994,0.3,1.4,0.19,0.1,0.2,0.4,0.0,1.4,1.4,1.7,0.6,0.0,1.3,0.8,1.4
Jamie Chapman,2015,1379,Southern Miss,Jamie,Chapman,,12,23,0,11.9,0.4,1.0,0.391,0.3,0.7,0.41200000000000003,0.1,0.3,0.33299999999999996,0.3,0.7,0.4,0.7,0.8,1.5,0.9,0.3,0.1,0.6,1.9,1.1
Eddie Davis,2015,1379,Southern Miss,Eddie,Davis,,13,4,0,4.8,0.3,1.3,0.2,0.0,0.5,0.0,0.3,0.8,0.33299999999999996,0.0,0.0,,0.3,1.0,1.3,0.0,0.0,0.3,0.3,1.3,0.8
Kourtlin Jackson,2016,1379,Southern Miss,Kourtlin,Jackson,,1,28,27,27.9,4.4,9.8,0.45299999999999996,2.4,5.2,0.469,2.0,4.6,0.434,3.7,4.8,0.769,0.8,3.9,4.6,1.3,1.1,0.3,1.7,2.3,14.5
Khari Price,2016,1379,Southern Miss,Khari,Price,,2,29,29,29.6,3.1,7.6,0.406,1.7,3.6,0.47100000000000003,1.4,4.0,0.348,2.1,2.5,0.833,0.6,2.6,3.1,4.5,1.1,0.2,2.1,2.6,9.6
Eddie Davis,2016,1379,Southern Miss,Eddie,Davis,,3,9,6,21.3,3.4,7.3,0.47,2.4,4.7,0.524,1.0,2.7,0.375,1.6,2.7,0.583,1.9,3.8,5.7,0.8,0.6,0.2,1.1,2.1,9.4
Raheem Watts,2016,1379,Southern Miss,Raheem,Watts,,4,28,23,22.1,2.6,5.8,0.46,2.0,3.8,0.5329999999999999,0.6,2.0,0.321,1.6,2.1,0.75,0.8,2.3,3.1,0.5,0.5,0.1,1.4,3.2,7.5
Quinton Campbell,2016,1379,Southern Miss,Quinton,Campbell,,5,29,20,22.8,2.2,5.6,0.39299999999999996,0.7,1.2,0.618,1.5,4.4,0.33299999999999996,0.8,1.1,0.667,0.4,3.0,3.3,1.0,0.4,0.1,0.9,1.3,6.7
Keljin Blevins,2016,1379,Southern Miss,Keljin,Blevins,,6,29,24,22.3,1.8,5.4,0.34,1.4,3.7,0.39299999999999996,0.4,1.7,0.22399999999999998,1.8,2.8,0.642,1.1,2.4,3.4,0.7,0.4,0.2,1.7,1.9,5.8
Michael Ramey,2016,1379,Southern Miss,Michael,Ramey,,7,29,5,16.8,2.0,5.1,0.389,0.7,1.8,0.40399999999999997,1.3,3.3,0.381,0.2,0.3,0.667,0.1,1.2,1.3,0.4,0.2,0.0,0.5,1.7,5.5
Michael O'Donnell,2016,1379,Southern Miss,Michael,O'Donnell,,8,19,6,20.6,1.8,4.2,0.43,0.8,1.9,0.43200000000000005,0.9,2.2,0.429,0.6,1.2,0.545,1.1,2.1,3.2,1.0,0.4,0.4,1.1,2.5,5.2
Tim Rowe,2016,1379,Southern Miss,Tim,Rowe,,9,29,4,15.6,1.4,3.3,0.42700000000000005,1.3,3.0,0.44299999999999995,0.1,0.3,0.25,1.2,2.0,0.593,1.1,1.8,3.0,0.2,0.3,0.9,1.2,1.6,4.1
Robert Thomas,2016,1379,Southern Miss,Robert,Thomas,,10,29,0,13.4,0.8,2.2,0.369,0.2,0.7,0.316,0.6,1.6,0.391,0.9,1.2,0.735,0.1,1.1,1.2,1.1,0.3,0.0,1.0,1.2,3.1
Cortez Edwards,2016,1379,Southern Miss,Cortez,Edwards,,11,29,1,14.4,0.7,2.3,0.294,0.5,1.4,0.35700000000000004,0.2,0.9,0.192,0.4,0.4,0.917,0.3,1.6,1.9,1.5,0.6,0.1,0.9,0.8,1.9
Quinton Campbell,2017,1379,Southern Miss,Quinton,Campbell,,1,31,31,33.3,4.7,12.0,0.39,2.9,6.2,0.461,1.8,5.8,0.313,2.9,3.8,0.778,1.2,5.0,6.2,1.2,0.7,0.3,1.6,1.6,14.1
Cortez Edwards,2017,1379,Southern Miss,Cortez,Edwards,,2,31,21,32.8,4.3,9.5,0.456,3.7,7.5,0.498,0.6,2.0,0.302,1.8,2.6,0.6709999999999999,0.9,4.3,5.2,3.6,1.5,0.5,2.0,1.5,11.0
Tim Rowe,2017,1379,Southern Miss,Tim,Rowe,,3,8,2,25.8,3.4,6.9,0.491,3.0,6.0,0.5,0.4,0.9,0.429,2.8,4.4,0.629,1.5,4.9,6.4,0.9,0.4,1.4,2.6,2.6,9.9
Khari Price,2017,1379,Southern Miss,Khari,Price,,4,5,5,32.2,2.6,8.8,0.295,1.6,4.4,0.364,1.0,4.4,0.22699999999999998,2.6,2.8,0.929,0.8,2.2,3.0,4.2,0.8,0.0,2.4,3.6,8.8
Eddie Davis,2017,1379,Southern Miss,Eddie,Davis,,5,30,12,18.7,2.5,6.5,0.392,2.1,4.4,0.466,0.5,2.0,0.23,1.4,1.9,0.732,1.9,2.7,4.7,0.6,0.2,0.5,1.5,2.6,6.9
Raheem Watts,2017,1379,Southern Miss,Raheem,Watts,,6,31,30,21.6,2.4,5.6,0.428,2.1,4.3,0.489,0.3,1.3,0.225,1.7,2.4,0.74,0.7,3.1,3.8,0.5,0.4,0.2,2.2,2.9,6.8
Michael Ramey,2017,1379,Southern Miss,Michael,Ramey,,7,31,21,21.9,2.2,6.0,0.364,0.8,2.0,0.413,1.4,4.0,0.33899999999999997,0.6,0.9,0.679,0.1,1.4,1.5,0.7,0.2,0.0,0.6,1.5,6.4
Kevin Holland,2017,1379,Southern Miss,Kevin,Holland,,8,31,31,27.6,1.7,5.1,0.331,0.8,2.5,0.308,0.9,2.5,0.354,0.5,0.7,0.652,0.3,2.6,2.9,1.9,0.4,0.1,1.0,1.8,4.7
Bilal Abdur-Rahim,2017,1379,Southern Miss,Bilal,Abdur-Rahim,,9,26,1,12.0,1.8,3.3,0.535,1.7,3.0,0.5579999999999999,0.1,0.3,0.33299999999999996,0.9,1.7,0.5579999999999999,0.9,1.7,2.6,0.9,0.5,0.0,0.8,2.1,4.6
D'Angelo Richardson,2017,1379,Southern Miss,D'Angelo,Richardson,,10,28,1,15.0,0.9,3.3,0.28600000000000003,0.5,1.8,0.294,0.4,1.4,0.275,0.6,0.9,0.6920000000000001,0.3,1.1,1.4,1.6,0.5,0.0,1.3,1.0,2.9
Robert Thomas,2017,1379,Southern Miss,Robert,Thomas,,11,26,0,8.2,0.6,1.6,0.39,0.3,0.5,0.5,0.3,1.0,0.33299999999999996,0.5,0.5,0.857,0.2,0.7,0.8,0.5,0.2,0.0,0.5,0.7,2.0
Josh Conley,2017,1379,Southern Miss,Josh,Conley,,12,16,0,5.1,0.6,1.6,0.385,0.6,1.5,0.41700000000000004,0.0,0.1,0.0,0.4,0.7,0.545,0.2,0.7,0.9,0.1,0.3,0.1,0.3,0.8,1.6
Christian Clark,2017,1379,Southern Miss,Christian,Clark,,13,9,0,2.6,0.2,0.3,0.667,0.1,0.1,1.0,0.1,0.2,0.5,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.3,0.6
Clay Weatherspoon,2017,1379,Southern Miss,Clay,Weatherspoon,,14,13,0,5.2,0.1,0.4,0.2,0.1,0.4,0.2,0.0,0.0,,0.2,0.2,0.667,0.2,0.4,0.5,0.1,0.1,0.0,0.4,0.4,0.3
Cortez Edwards,2018,1379,Southern Miss,Cortez,Edwards,,1,34,32,35.9,6.5,13.2,0.49200000000000005,5.8,10.6,0.5429999999999999,0.7,2.6,0.284,2.9,3.8,0.773,2.1,4.3,6.4,2.9,2.1,0.4,1.8,1.6,16.6
